record_id,equipment_id,equipment_type,location,visit_date,technician_id,defect_description,true_defect_label,severity,days_to_failure,repair_duration_hrs,downtime_hrs,parts_replaced,data_quality_frequency,data_quality_freshness,data_quality_completeness,data_quality_pertinence,quality_score
WO-00446,EQ-0046,Electric Motor,Plant B - Line 3,2022-12-22,TECH-009,"VFD fault code F22 logged, overcurrent on deceleration",electrical_fault,High,38.0,1.5,0.8,Oil filter + 5L oil,0.96,0.84,0.86,0.69,0.845
WO-00447,EQ-0046,Electric Motor,Plant B - Line 3,2022-01-07,TECH-019,Internal corrosion found on heat exchanger tubes during inspection,corrosion,Low,,1.3,1.5,Mechanical seal kit,0.84,0.44,0.53,0.65,0.604
WO-00448,EQ-0011,Cooling Tower,Plant A - Line 1,2023-12-15,TECH-006,"Phase imbalance detected, current draw 36% higher on L2",electrical_fault,High,88.0,3.3,1.5,None - monitoring,0.92,0.7,0.59,0.64,0.716
WO-00449,EQ-0015,Conveyor Belt,Plant B - Line 1,2023-06-26,TECH-019,Electrical cabinet temperature 105°C due to failed ventilation fan,overheating,High,84.0,6.5,0.3,Coupling insert,0.9,0.97,0.59,0.77,0.818
WO-00450,EQ-0012,Conveyor Belt,Warehouse C,2023-09-20,TECH-018,"Misalignment between motor and gearbox shaft, 16.6 mm/s 2X vibration. Additionally, capacitor bank showing reduced capacitance, power factor 0.83 below target",vibration,Medium,,15.0,20.9,None - monitoring,0.85,0.97,0.83,0.44,0.799
WO-00451,EQ-0016,Air Compressor,Warehouse C,2023-06-24,TECH-018,"Cooling fan obstructed by debris, motor surface temperature 117°C",overheating,High,180.0,8.7,5.1,Contactor 3RT2,0.5,0.48,0.88,0.58,0.605
WO-00452,EQ-0041,Conveyor Belt,Plant A - Line 1,2022-02-12,TECH-019,"Overheating on drive-end bearing, infrared scan shows hot spot at 89°C",overheating,High,23.0,5.3,4.7,Capacitor 40µF,0.42,0.59,0.52,0.42,0.496
WO-00453,EQ-0020,Electric Motor,Warehouse C,2022-12-05,TECH-012,"Heat exchanger fouling reducing efficiency, outlet temp 99°C above setpoint. Additionally, hydraulic fluid leak at cylinder rod seal, 151 ml/hr estimated loss",overheating,High,,15.8,19.6,None - monitoring,0.33,0.49,0.62,0.8,0.544
WO-00454,EQ-0028,Air Compressor,Utilities Block,2023-09-07,TECH-015,"Earth leakage current 5.8mA detected, isolation check required",electrical_fault,High,178.0,6.6,6.9,O-ring set,0.76,0.53,0.82,0.47,0.648
WO-00455,EQ-0032,Electric Motor,Plant A - Line 2,2022-03-30,TECH-002,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,Medium,128.0,3.6,2.8,Impeller,0.64,0.47,0.52,0.63,0.557
WO-00456,EQ-0006,Gearbox,Warehouse C,2022-02-14,TECH-006,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,Low,40.0,5.8,8.3,Coupling insert,0.62,0.94,0.53,0.63,0.695
WO-00457,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-03-01,TECH-008,"Unbalance detected on rotating assembly, vibration 7.4 mm/s 1X component. Additionally, surface corrosion on pipe flanges, pitting depth approx 1.34mm",vibration,Medium,,12.4,2.2,Bearing 6205-2RS,0.69,0.44,0.82,0.95,0.7
WO-00458,EQ-0037,Gearbox,Warehouse C,2022-08-18,TECH-013,"Misalignment between motor and gearbox shaft, 9.2 mm/s 2X vibration",vibration,Medium,164.0,11.8,17.0,Oil filter + 5L oil,0.92,0.62,0.51,0.88,0.72
WO-00459,EQ-0010,Hydraulic Press,Plant A - Line 1,2022-12-12,TECH-008,"Bearing play exceeding tolerance, axial movement of 2.21mm observed",bearing_wear,Medium,103.0,2.6,2.1,Contactor 3RT2,0.8,0.74,0.97,0.84,0.833
WO-00460,EQ-0040,Gearbox,Plant A - Line 1,2023-10-01,TECH-006,"Overheating on drive-end bearing, infrared scan shows hot spot at 100°C",overheating,High,52.0,3.9,3.2,None - monitoring,0.96,0.66,0.97,0.41,0.762
WO-00461,EQ-0014,Cooling Tower,Plant B - Line 1,2023-09-18,TECH-002,Electrical cabinet temperature 76°C due to failed ventilation fan,overheating,High,,10.0,11.0,Mechanical seal kit,0.85,0.45,0.5,0.92,0.657
WO-00462,EQ-0004,Electric Motor,Warehouse C,2022-04-14,TECH-006,"Mechanical seal leaking at shaft interface, fluid loss approx 59 ml/hr",seal_leak,Medium,,3.0,4.0,None - monitoring,0.38,0.95,0.7,0.74,0.703
WO-00463,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-08-24,TECH-019,"Heat exchanger fouling reducing efficiency, outlet temp 109°C above setpoint",overheating,High,,13.2,18.4,O-ring set,0.61,0.41,0.75,0.8,0.623
WO-00464,EQ-0023,Cooling Tower,Warehouse C,2022-03-27,TECH-014,"Oil level low in gearbox sight glass, top-up of 1.9L required",lubrication,Low,127.0,0.7,0.9,O-ring set,0.56,0.55,0.76,0.99,0.693
WO-00465,EQ-0002,Heat Exchanger,Utilities Block,2022-05-14,TECH-019,"Unbalance detected on rotating assembly, vibration 13.2 mm/s 1X component",vibration,Medium,,14.9,0.2,Bearing 6205-2RS,0.51,0.52,0.74,0.63,0.594
WO-00466,EQ-0045,Heat Exchanger,Utilities Block,2023-11-19,TECH-004,"Earth leakage current 58.9mA detected, isolation check required",electrical_fault,High,171.0,14.7,19.0,Bearing 6205-2RS,0.87,0.88,0.55,0.44,0.707
WO-00467,EQ-0024,Heat Exchanger,Warehouse C,2023-10-03,TECH-016,"Metal particles found in oil sample, bearing degradation confirmed. Additionally, unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,Medium,122.0,13.2,14.0,O-ring set,0.63,0.84,0.8,0.92,0.794
WO-00468,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-08-30,TECH-014,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,Medium,106.0,8.4,3.6,Oil filter + 5L oil,0.88,0.84,0.77,0.79,0.822
WO-00469,EQ-0044,Electric Motor,Plant B - Line 1,2022-04-01,TECH-003,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,Medium,93.0,11.3,10.3,Oil filter + 5L oil,0.81,0.59,0.68,0.89,0.728
WO-00470,EQ-0024,Heat Exchanger,Warehouse C,2023-04-09,TECH-005,"Impeller damage suspected, broadband vibration increase 18.0 mm/s",vibration,Medium,99.0,7.0,0.3,Coupling insert,0.57,0.92,0.57,0.62,0.685
WO-00471,EQ-0028,Air Compressor,Utilities Block,2023-07-17,TECH-014,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,49.0,8.0,8.7,None - monitoring,0.96,0.5,0.98,0.44,0.723
WO-00472,EQ-0007,Heat Exchanger,Utilities Block,2023-03-16,TECH-011,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,,9.8,7.8,Coupling insert,0.86,0.92,0.68,0.98,0.857
WO-00473,EQ-0005,Electric Motor,Utilities Block,2023-08-10,TECH-008,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,,4.0,3.6,Contactor 3RT2,0.64,0.68,0.51,0.71,0.634
WO-00474,EQ-0007,Heat Exchanger,Utilities Block,2023-05-01,TECH-020,"Cooling fan obstructed by debris, motor surface temperature 104°C",overheating,High,163.0,0.5,0.3,Impeller,0.69,0.87,0.98,0.69,0.816
WO-00475,EQ-0021,Gearbox,Plant B - Line 3,2023-03-10,TECH-007,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,,13.7,6.1,O-ring set,0.51,0.42,0.82,0.65,0.588
WO-00476,EQ-0024,Heat Exchanger,Warehouse C,2022-02-05,TECH-002,"Cooling fan obstructed by debris, motor surface temperature 93°C. Additionally, unusual noise detected in bearing housing, suspected wear on inner race",overheating,High,,5.5,6.2,Capacitor 40µF,0.34,0.83,0.57,0.44,0.564
WO-00477,EQ-0005,Electric Motor,Utilities Block,2023-10-20,TECH-003,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,Medium,,11.3,9.3,Contactor 3RT2,0.61,0.47,0.96,0.56,0.646
WO-00478,EQ-0016,Air Compressor,Warehouse C,2023-11-18,TECH-014,"Bearing vibration amplitude 12.3 mm/s RMS, trending upward over last 17 days",bearing_wear,Medium,131.0,12.4,9.2,Capacitor 40µF,0.35,0.52,0.52,0.54,0.482
WO-00479,EQ-0032,Electric Motor,Plant A - Line 2,2022-06-13,TECH-007,"Bearing vibration amplitude 7.9 mm/s RMS, trending upward over last 13 days",bearing_wear,Medium,,12.2,4.7,Coupling insert,0.93,0.64,0.83,0.67,0.766
WO-00480,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-12-08,TECH-012,Belt tension incorrect causing vibration and premature wear,vibration,Medium,,14.2,17.4,Impeller,0.34,0.78,0.78,0.93,0.7
WO-00481,EQ-0017,Electric Motor,Plant A - Line 2,2023-09-04,TECH-020,"Mechanical seal leaking at shaft interface, fluid loss approx 57 ml/hr",seal_leak,Medium,171.0,13.8,5.1,Mechanical seal kit,0.92,0.91,0.81,0.91,0.888
WO-00482,EQ-0018,Electric Motor,Utilities Block,2022-11-01,TECH-009,"Oil analysis shows high iron content 88 ppm, internal wear indicated",lubrication,Low,,14.4,6.5,Impeller,0.95,0.93,0.9,0.52,0.845
WO-00483,EQ-0041,Conveyor Belt,Plant A - Line 1,2022-02-15,TECH-010,"Earth leakage current 59.4mA detected, isolation check required. Additionally, motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,High,,15.4,20.2,Impeller,0.44,0.56,0.84,0.98,0.684
WO-00484,EQ-0013,Electric Motor,Plant B - Line 1,2023-04-29,TECH-018,"Seal face wear visible during inspection, scoring on stationary ring",seal_leak,Medium,96.0,10.7,6.0,Capacitor 40µF,0.4,0.84,0.67,0.5,0.619
WO-00485,EQ-0026,Cooling Tower,Warehouse C,2023-04-07,TECH-002,"Heat exchanger fouling reducing efficiency, outlet temp 114°C above setpoint",overheating,High,,13.9,3.4,Coupling insert,0.65,0.92,0.81,0.76,0.793
WO-00486,EQ-0035,Electric Motor,Warehouse C,2022-08-13,TECH-008,"Belt tension incorrect causing vibration and premature wear. Additionally, earth leakage current 67.7ma detected, isolation check required",vibration,Medium,105.0,11.2,16.6,Impeller,0.41,0.82,0.88,0.83,0.734
WO-00487,EQ-0033,Centrifugal Pump,Warehouse C,2022-11-08,TECH-019,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced. Additionally, o-ring compression set failure, intermittent leak under high pressure",corrosion,Low,151.0,14.8,14.1,Bearing 6205-2RS,0.78,0.99,0.75,0.61,0.802
WO-00488,EQ-0017,Electric Motor,Plant A - Line 2,2023-02-25,TECH-001,"Capacitor bank showing reduced capacitance, power factor 0.84 below target. Additionally, hydraulic fluid leak at cylinder rod seal, 102 ml/hr estimated loss",electrical_fault,High,176.0,2.5,3.2,Capacitor 40µF,0.61,0.7,0.73,0.82,0.709
WO-00489,EQ-0025,Centrifugal Pump,Plant A - Line 1,2023-12-05,TECH-001,"Chemical attack on pump impeller, material loss estimated 38%",corrosion,Low,20.0,3.6,2.6,None - monitoring,0.84,0.88,0.95,0.86,0.884
WO-00490,EQ-0003,Cooling Tower,Plant A - Line 1,2023-12-17,TECH-018,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,Medium,135.0,14.4,8.0,Mechanical seal kit,0.59,0.42,0.72,0.82,0.617
WO-00491,EQ-0005,Electric Motor,Utilities Block,2022-09-27,TECH-018,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,169.0,3.4,2.1,Bearing 6205-2RS,0.46,0.49,0.57,0.82,0.568
WO-00492,EQ-0001,Air Compressor,Plant A - Line 1,2023-05-06,TECH-018,"Compressor discharge temperature 115°C, intercooler bypass suspected",overheating,High,45.0,6.5,6.2,Mechanical seal kit,0.4,0.48,0.75,0.92,0.616
WO-00493,EQ-0005,Electric Motor,Utilities Block,2023-01-18,TECH-005,"Excessive vibration on pump casing, amplitude 12.0 mm/s at 1000 RPM",vibration,Medium,156.0,13.5,4.6,Impeller,0.73,0.87,0.94,0.79,0.836
WO-00494,EQ-0049,Cooling Tower,Utilities Block,2022-10-15,TECH-011,"Unbalance detected on rotating assembly, vibration 10.0 mm/s 1X component",vibration,Medium,88.0,5.2,4.2,Oil filter + 5L oil,0.9,0.68,0.74,0.85,0.784
WO-00495,EQ-0045,Heat Exchanger,Utilities Block,2022-10-02,TECH-008,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,,14.1,12.6,Coupling insert,0.95,0.59,0.62,0.51,0.672
WO-00496,EQ-0020,Electric Motor,Warehouse C,2022-07-29,TECH-010,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,,9.5,2.5,Contactor 3RT2,0.44,0.87,0.92,0.51,0.703
WO-00497,EQ-0042,Electric Motor,Plant A - Line 1,2023-05-03,TECH-012,"Rust deposits blocking strainer, pressure differential 17 PSI across filter. Additionally, o-ring compression set failure, intermittent leak under high pressure",corrosion,Low,81.0,2.4,0.7,Bearing 6205-2RS,0.33,0.44,0.55,0.72,0.496
WO-00498,EQ-0009,Cooling Tower,Plant A - Line 1,2023-09-11,TECH-008,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,69.0,14.9,7.9,O-ring set,0.32,0.75,0.88,0.5,0.625
WO-00499,EQ-0025,Centrifugal Pump,Plant A - Line 1,2023-01-29,TECH-009,"Lip seal deteriorated, grease escaping from gearbox output shaft. Additionally, dynamic seal failure suspected, pressure drop of 29% noted in system",seal_leak,Medium,,12.1,0.4,Contactor 3RT2,0.92,0.69,0.89,0.71,0.802
WO-00500,EQ-0021,Gearbox,Plant B - Line 3,2023-02-19,TECH-016,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,Medium,75.0,14.4,8.2,Bearing 6205-2RS,0.78,0.74,0.82,0.44,0.71
WO-00501,EQ-0046,Electric Motor,Plant B - Line 3,2022-02-21,TECH-010,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced. Additionally, wrong lubricant grade used during last service, compatibility issue",corrosion,Low,135.0,14.9,10.1,O-ring set,0.9,0.57,0.96,0.54,0.744
WO-00502,EQ-0020,Electric Motor,Warehouse C,2022-01-09,TECH-001,"Unusual noise detected in bearing housing, suspected wear on inner race. Additionally, surface corrosion on pipe flanges, pitting depth approx 1.95mm",bearing_wear,Medium,44.0,12.4,9.5,Capacitor 40µF,0.65,0.43,0.57,0.43,0.52
WO-00503,EQ-0010,Hydraulic Press,Plant A - Line 1,2023-09-13,TECH-014,"Internal corrosion found on heat exchanger tubes during inspection. Additionally, unbalance detected on rotating assembly, vibration 10.5 mm/s 1x component",corrosion,Low,104.0,12.2,9.6,O-ring set,0.65,0.7,0.9,0.52,0.702
WO-00504,EQ-0039,Hydraulic Press,Plant B - Line 3,2023-04-06,TECH-010,"Automatic lubrication system failed, manual greasing required",lubrication,Low,,12.8,14.4,None - monitoring,0.47,0.41,0.61,0.66,0.525
WO-00505,EQ-0032,Electric Motor,Plant A - Line 2,2023-11-01,TECH-017,Electrical cabinet temperature 94°C due to failed ventilation fan,overheating,High,,1.7,0.7,Capacitor 40µF,0.63,0.96,0.93,0.69,0.816
WO-00506,EQ-0023,Cooling Tower,Warehouse C,2023-09-20,TECH-017,"Dynamic seal failure suspected, pressure drop of 40% noted in system",seal_leak,Medium,160.0,5.6,3.1,Mechanical seal kit,0.92,0.86,0.72,0.71,0.81
WO-00507,EQ-0043,Air Compressor,Plant A - Line 1,2023-02-08,TECH-007,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,12.0,5.2,7.4,None - monitoring,0.7,0.65,0.91,0.49,0.696
WO-00508,EQ-0036,Gearbox,Plant A - Line 1,2022-12-17,TECH-009,"Unbalance detected on rotating assembly, vibration 4.6 mm/s 1X component",vibration,Medium,,15.7,20.0,Capacitor 40µF,0.68,0.94,0.87,0.78,0.826
WO-00509,EQ-0021,Gearbox,Plant B - Line 3,2022-02-22,TECH-004,Belt tension incorrect causing vibration and premature wear,vibration,Medium,,5.2,6.7,O-ring set,0.69,0.91,0.61,0.97,0.792
WO-00510,EQ-0030,Gearbox,Plant A - Line 1,2023-03-17,TECH-006,"Oil level low in gearbox sight glass, top-up of 4.7L required. Additionally, impeller damage suspected, broadband vibration increase 9.6 mm/s",lubrication,Low,,4.9,4.5,Coupling insert,0.41,0.6,0.69,0.45,0.545
WO-00511,EQ-0006,Gearbox,Warehouse C,2023-01-01,TECH-010,"Bearing vibration amplitude 8.9 mm/s RMS, trending upward over last 8 days",bearing_wear,Medium,,1.9,0.5,Coupling insert,0.37,1.0,0.54,0.42,0.611
WO-00512,EQ-0001,Air Compressor,Plant A - Line 1,2022-09-24,TECH-008,Internal corrosion found on heat exchanger tubes during inspection,corrosion,Low,180.0,8.5,6.3,Oil filter + 5L oil,0.32,0.91,0.83,0.82,0.724
WO-00513,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-11-19,TECH-016,"Compressor discharge temperature 84°C, intercooler bypass suspected. Additionally, bearing temperature elevated to 71°c during operation, vibration increasing",overheating,High,151.0,5.2,5.5,Bearing 6205-2RS,0.55,0.63,0.67,0.43,0.58
WO-00514,EQ-0017,Electric Motor,Plant A - Line 2,2022-01-10,TECH-012,"Gearbox oil temperature 96°C, possible cooler blockage. Additionally, automatic lubrication system failed, manual greasing required",overheating,High,,11.5,13.8,Coupling insert,0.3,0.69,0.91,0.7,0.65
WO-00515,EQ-0014,Cooling Tower,Plant B - Line 1,2023-07-15,TECH-014,"Bearing vibration amplitude 13.9 mm/s RMS, trending upward over last 20 days",bearing_wear,Medium,117.0,1.2,0.6,Mechanical seal kit,0.63,0.93,0.96,0.95,0.866
WO-00516,EQ-0039,Hydraulic Press,Plant B - Line 3,2023-04-06,TECH-009,"Misalignment between motor and gearbox shaft, 9.2 mm/s 2X vibration",vibration,Medium,1.0,7.2,10.4,Capacitor 40µF,0.87,0.73,0.71,0.7,0.754
WO-00517,EQ-0047,Air Compressor,Utilities Block,2022-09-21,TECH-004,"Corrosion under insulation (CUI) suspected on horizontal pipe section. Additionally, internal corrosion found on heat exchanger tubes during inspection",corrosion,Low,110.0,3.7,0.9,Oil filter + 5L oil,0.52,0.73,0.77,0.44,0.63
WO-00518,EQ-0010,Hydraulic Press,Plant A - Line 1,2022-10-12,TECH-006,"Automatic lubrication system failed, manual greasing required",lubrication,Low,,6.0,0.8,None - monitoring,0.86,0.73,0.63,0.41,0.674
WO-00519,EQ-0040,Gearbox,Plant A - Line 1,2023-03-19,TECH-006,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,Low,132.0,12.5,7.5,Contactor 3RT2,0.73,0.69,0.79,0.82,0.751
WO-00520,EQ-0048,Cooling Tower,Plant B - Line 3,2023-10-27,TECH-003,"Hydraulic fluid leak at cylinder rod seal, 87 ml/hr estimated loss",seal_leak,Medium,2.0,15.5,20.0,O-ring set,0.89,0.76,0.78,0.47,0.739
WO-00521,EQ-0009,Cooling Tower,Plant A - Line 1,2022-05-21,TECH-009,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,,13.1,19.6,Coupling insert,0.89,0.99,0.99,0.62,0.891
WO-00522,EQ-0032,Electric Motor,Plant A - Line 2,2022-11-22,TECH-003,"Dynamic seal failure suspected, pressure drop of 10% noted in system",seal_leak,Medium,,3.3,1.1,Contactor 3RT2,0.33,0.59,0.88,0.85,0.65
WO-00523,EQ-0006,Gearbox,Warehouse C,2022-05-21,TECH-002,"Chemical attack on pump impeller, material loss estimated 24%",corrosion,Low,151.0,0.6,0.8,Impeller,0.87,0.64,0.55,0.5,0.647
WO-00524,EQ-0036,Gearbox,Plant A - Line 1,2022-01-06,TECH-007,"Lubricant contamination detected, water content 11% above limit",lubrication,Low,,14.1,12.2,Impeller,0.68,0.44,0.61,0.8,0.614
WO-00525,EQ-0013,Electric Motor,Plant B - Line 1,2022-04-28,TECH-019,"Rust deposits blocking strainer, pressure differential 18 PSI across filter",corrosion,Low,49.0,12.1,12.5,O-ring set,0.87,0.75,0.98,0.55,0.798
WO-00526,EQ-0046,Electric Motor,Plant B - Line 3,2023-04-03,TECH-011,"Bearing temperature elevated to 112°C during operation, vibration increasing",bearing_wear,Medium,166.0,12.7,16.6,None - monitoring,0.57,0.71,0.64,0.8,0.676
WO-00527,EQ-0041,Conveyor Belt,Plant A - Line 1,2022-03-03,TECH-004,"Bearing play exceeding tolerance, axial movement of 0.55mm observed",bearing_wear,Medium,,8.6,2.6,Oil filter + 5L oil,0.4,0.57,0.71,0.41,0.53
WO-00528,EQ-0049,Cooling Tower,Utilities Block,2023-01-29,TECH-004,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,142.0,8.4,11.8,Oil filter + 5L oil,0.8,0.71,0.84,0.56,0.735
WO-00529,EQ-0043,Air Compressor,Plant A - Line 1,2022-07-07,TECH-001,"Misalignment between motor and gearbox shaft, 3.0 mm/s 2X vibration",vibration,Medium,,15.7,0.1,Coupling insert,0.84,0.86,0.71,0.6,0.766
WO-00530,EQ-0031,Heat Exchanger,Warehouse C,2023-10-02,TECH-012,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,Medium,63.0,5.5,7.1,Impeller,0.83,0.72,0.75,0.66,0.743
WO-00531,EQ-0036,Gearbox,Plant A - Line 1,2023-09-19,TECH-008,"Unusual noise detected in bearing housing, suspected wear on inner race. Additionally, internal corrosion found on heat exchanger tubes during inspection",bearing_wear,Medium,65.0,12.8,10.3,Bearing 6205-2RS,0.63,0.57,0.58,0.85,0.644
WO-00532,EQ-0047,Air Compressor,Utilities Block,2023-04-09,TECH-019,Grease discolouration and hardening noted around bearing cap,bearing_wear,Medium,43.0,0.9,0.1,Bearing 6205-2RS,0.77,0.52,0.91,0.54,0.684
WO-00533,EQ-0003,Cooling Tower,Plant A - Line 1,2022-11-03,TECH-006,"Phase imbalance detected, current draw 33% higher on L2",electrical_fault,High,,7.2,7.4,Impeller,0.56,0.5,0.52,0.51,0.522
WO-00534,EQ-0027,Gearbox,Warehouse C,2022-12-04,TECH-018,Grease discolouration and hardening noted around bearing cap,bearing_wear,Medium,,2.9,4.3,Contactor 3RT2,0.97,0.65,0.81,0.88,0.816
WO-00535,EQ-0018,Electric Motor,Utilities Block,2022-08-26,TECH-020,"Lip seal deteriorated, grease escaping from gearbox output shaft. Additionally, bearing temperature elevated to 112°c during operation, vibration increasing",seal_leak,Medium,,4.2,0.3,Capacitor 40µF,0.92,0.54,0.78,0.6,0.707
WO-00536,EQ-0035,Electric Motor,Warehouse C,2023-03-09,TECH-011,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,,9.0,10.0,Impeller,0.42,0.57,0.92,0.42,0.59
WO-00537,EQ-0049,Cooling Tower,Utilities Block,2023-03-26,TECH-020,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,Medium,,8.9,5.0,Bearing 6205-2RS,0.8,0.99,0.66,0.8,0.822
WO-00538,EQ-0033,Centrifugal Pump,Warehouse C,2023-09-29,TECH-017,"Impeller damage suspected, broadband vibration increase 3.4 mm/s",vibration,Medium,,5.4,3.8,None - monitoring,0.63,0.43,0.52,0.8,0.576
WO-00539,EQ-0016,Air Compressor,Warehouse C,2023-01-14,TECH-019,Electrical cabinet temperature 86°C due to failed ventilation fan,overheating,High,,6.2,7.6,None - monitoring,0.81,0.73,0.52,0.68,0.688
WO-00540,EQ-0027,Gearbox,Warehouse C,2022-02-18,TECH-017,"Seal face wear visible during inspection, scoring on stationary ring",seal_leak,Medium,,13.9,5.3,Mechanical seal kit,0.92,0.95,0.87,0.56,0.844
WO-00541,EQ-0047,Air Compressor,Utilities Block,2023-06-26,TECH-003,"O-ring compression set failure, intermittent leak under high pressure. Additionally, bearing temperature elevated to 109°c during operation, vibration increasing",seal_leak,Medium,27.0,5.3,6.2,Impeller,0.91,0.89,0.65,0.99,0.855
WO-00542,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-01-24,TECH-009,Grease discolouration and hardening noted around bearing cap,bearing_wear,Medium,,7.8,3.6,Oil filter + 5L oil,0.66,0.98,0.77,0.95,0.841
WO-00543,EQ-0002,Heat Exchanger,Utilities Block,2022-10-24,TECH-008,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,,1.4,1.8,Contactor 3RT2,0.94,0.53,0.88,0.61,0.736
WO-00544,EQ-0034,Air Compressor,Plant B - Line 1,2022-07-23,TECH-007,"Dynamic seal failure suspected, pressure drop of 10% noted in system",seal_leak,Medium,24.0,10.3,3.1,O-ring set,0.58,0.59,0.61,0.93,0.66
WO-00545,EQ-0003,Cooling Tower,Plant A - Line 1,2023-12-21,TECH-014,"Insulation resistance measured at 33 MΩ, below 100 MΩ minimum. Additionally, oil level low in gearbox sight glass, top-up of 2.6l required",electrical_fault,High,73.0,13.3,11.9,Bearing 6205-2RS,0.92,0.81,0.7,0.77,0.802
WO-00546,EQ-0023,Cooling Tower,Warehouse C,2023-02-22,TECH-017,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,Medium,41.0,15.1,13.7,O-ring set,0.35,0.67,0.67,0.65,0.586
WO-00547,EQ-0006,Gearbox,Warehouse C,2023-03-15,TECH-005,"Mechanical seal leaking at shaft interface, fluid loss approx 138 ml/hr",seal_leak,Medium,12.0,8.5,1.2,None - monitoring,0.85,0.41,0.52,0.52,0.57
WO-00548,EQ-0004,Electric Motor,Warehouse C,2022-09-18,TECH-017,"Unbalance detected on rotating assembly, vibration 16.2 mm/s 1X component",vibration,Medium,,6.0,7.4,Capacitor 40µF,0.43,0.74,0.74,0.91,0.696
WO-00549,EQ-0028,Air Compressor,Utilities Block,2023-11-15,TECH-014,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,,11.9,9.4,Bearing 6205-2RS,0.45,0.79,0.81,0.47,0.646
WO-00550,EQ-0007,Heat Exchanger,Utilities Block,2023-04-09,TECH-020,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,High,,9.5,2.4,None - monitoring,0.84,0.74,0.69,0.87,0.779
WO-00551,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-04-16,TECH-007,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,129.0,14.3,12.2,O-ring set,0.92,0.47,0.92,0.88,0.777
WO-00552,EQ-0015,Conveyor Belt,Plant B - Line 1,2022-02-01,TECH-018,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,Medium,,3.2,1.0,Contactor 3RT2,0.66,0.53,0.84,0.76,0.686
WO-00553,EQ-0024,Heat Exchanger,Warehouse C,2023-07-17,TECH-012,"VFD fault code F19 logged, overcurrent on deceleration",electrical_fault,High,,12.7,7.7,Capacitor 40µF,0.77,0.66,0.63,0.87,0.722
WO-00554,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-12-11,TECH-007,"Misalignment between motor and gearbox shaft, 16.8 mm/s 2X vibration",vibration,Medium,,12.1,4.6,Oil filter + 5L oil,0.58,0.49,0.79,0.86,0.662
WO-00555,EQ-0033,Centrifugal Pump,Warehouse C,2022-10-28,TECH-002,"Mechanical seal leaking at shaft interface, fluid loss approx 197 ml/hr. Additionally, automatic lubrication system failed, manual greasing required",seal_leak,Medium,,1.6,1.8,Impeller,0.59,0.51,0.81,0.52,0.607
WO-00556,EQ-0038,Cooling Tower,Plant A - Line 2,2023-04-05,TECH-014,"Oil viscosity out of specification, degraded due to thermal cycling",lubrication,Low,,11.8,13.5,O-ring set,0.72,0.61,0.78,0.46,0.65
