record_id,equipment_id,equipment_type,location,visit_date,defect_description,true_defect_label,cluster,defect_cluster_name,severity,days_to_failure,repair_duration_hrs,downtime_hrs,parts_replaced,quality_score,data_quality_frequency,data_quality_freshness,data_quality_completeness,data_quality_pertinence
WO-00107,EQ-0008,Heat Exchanger,Plant A - Line 2,2022-08-20,"Seal face wear visible during inspection, scoring on stationary ring",seal_leak,7,Cluster 7,Medium,,9.2,2.1,Mechanical seal kit,0.804,0.77,0.88,0.71,0.85
WO-00108,EQ-0015,Conveyor Belt,Plant B - Line 1,2023-08-09,"Impeller damage suspected, broadband vibration increase 8.7 mm/s",vibration,3,Overheating,Medium,,10.1,1.8,O-ring set,0.646,0.96,0.5,0.61,0.52
WO-00109,EQ-0003,Cooling Tower,Plant A - Line 1,2023-06-17,Electrical cabinet temperature 92°C due to failed ventilation fan,overheating,2,Mechanical Seal Leak,High,4.0,12.7,11.9,None - monitoring,0.587,0.38,0.49,0.78,0.75
WO-00110,EQ-0007,Heat Exchanger,Utilities Block,2022-11-07,"Wrong lubricant grade used during last service, compatibility issue. Additionally, earth leakage current 40.6ma detected, isolation check required",lubrication,6,Corrosion & Erosion,Low,126.0,13.8,14.2,O-ring set,0.723,0.51,0.85,0.89,0.59
WO-00111,EQ-0047,Air Compressor,Utilities Block,2023-06-21,Electrical cabinet temperature 70°C due to failed ventilation fan,overheating,2,Mechanical Seal Leak,High,,0.9,0.3,Bearing 6205-2RS,0.722,0.47,0.67,0.96,0.82
WO-00112,EQ-0018,Electric Motor,Utilities Block,2023-10-30,"Overheating on drive-end bearing, infrared scan shows hot spot at 97°C. Additionally, electrical cabinet temperature 118°c due to failed ventilation fan",overheating,11,Cluster 11,High,6.0,13.9,20.2,Impeller,0.754,0.94,0.79,0.8,0.41
WO-00113,EQ-0017,Electric Motor,Plant A - Line 2,2023-12-30,"Misalignment between motor and gearbox shaft, 12.3 mm/s 2X vibration. Additionally, coating failure on tank exterior, rust streaks visible below insulation",vibration,7,Cluster 7,Medium,,10.6,3.0,Contactor 3RT2,0.874,0.93,0.88,0.9,0.76
WO-00114,EQ-0043,Air Compressor,Plant A - Line 1,2023-07-02,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,9,Cluster 9,Medium,,7.9,11.1,Capacitor 40µF,0.631,0.51,0.5,0.83,0.73
WO-00115,EQ-0019,Centrifugal Pump,Plant B - Line 1,2023-04-20,"Bearing temperature elevated to 112°C during operation, vibration increasing",bearing_wear,2,Mechanical Seal Leak,Medium,,7.8,10.1,Mechanical seal kit,0.616,0.63,0.52,0.56,0.81
WO-00116,EQ-0034,Air Compressor,Plant B - Line 1,2022-07-01,"Mechanical seal leaking at shaft interface, fluid loss approx 92 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,15.0,0.6,0.2,O-ring set,0.707,0.64,0.86,0.54,0.77
WO-00117,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-12-12,"Overheating on drive-end bearing, infrared scan shows hot spot at 95°C",overheating,11,Cluster 11,High,,5.3,0.8,Oil filter + 5L oil,0.648,0.42,0.89,0.65,0.57
WO-00118,EQ-0047,Air Compressor,Utilities Block,2022-08-05,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,,9.6,2.4,Bearing 6205-2RS,0.75,0.56,0.78,0.89,0.77
WO-00119,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-04-14,"Oil viscosity out of specification, degraded due to thermal cycling",lubrication,9,Cluster 9,Low,,4.7,4.3,None - monitoring,0.667,0.88,0.46,0.86,0.47
WO-00120,EQ-0008,Heat Exchanger,Plant A - Line 2,2022-10-31,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced. Additionally, surface corrosion on pipe flanges, pitting depth approx 2.1mm",corrosion,10,Cluster 10,Low,13.0,2.0,0.5,Oil filter + 5L oil,0.652,0.55,0.81,0.71,0.47
WO-00121,EQ-0049,Cooling Tower,Utilities Block,2022-10-06,"Oil level low in gearbox sight glass, top-up of 2.3L required",lubrication,2,Mechanical Seal Leak,Low,,11.2,8.0,O-ring set,0.668,0.38,0.82,0.53,0.97
WO-00122,EQ-0011,Cooling Tower,Plant A - Line 1,2023-12-19,"Metal particles found in oil sample, bearing degradation confirmed. Additionally, structural resonance observed at 3000 rpm, bolts found loose on baseplate",bearing_wear,11,Cluster 11,Medium,,7.2,7.8,Coupling insert,0.746,0.76,0.78,0.57,0.9
WO-00123,EQ-0040,Gearbox,Plant A - Line 1,2022-08-29,"Bearing vibration amplitude 9.5 mm/s RMS, trending upward over last 34 days",bearing_wear,3,Overheating,Medium,114.0,12.9,8.7,Impeller,0.726,0.52,0.99,0.87,0.41
WO-00124,EQ-0026,Cooling Tower,Warehouse C,2022-12-06,"Compressor discharge temperature 100°C, intercooler bypass suspected",overheating,2,Mechanical Seal Leak,High,159.0,9.8,10.5,Impeller,0.626,0.38,0.86,0.61,0.6
WO-00125,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-02-07,"Oil analysis shows high iron content 150 ppm, internal wear indicated",lubrication,11,Cluster 11,Low,49.0,11.6,1.9,Bearing 6205-2RS,0.877,0.95,0.9,0.79,0.86
WO-00126,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-04-09,"Compressor discharge temperature 97°C, intercooler bypass suspected. Additionally, lubricant contamination detected, water content 29% above limit",overheating,2,Mechanical Seal Leak,High,,2.6,2.3,Oil filter + 5L oil,0.775,0.89,0.73,0.66,0.84
WO-00127,EQ-0036,Gearbox,Plant A - Line 1,2023-11-15,"Unbalance detected on rotating assembly, vibration 6.6 mm/s 1X component",vibration,3,Overheating,Medium,,11.0,14.7,Oil filter + 5L oil,0.642,0.91,0.65,0.51,0.46
WO-00128,EQ-0025,Centrifugal Pump,Plant A - Line 1,2023-09-23,"Bearing vibration amplitude 14.0 mm/s RMS, trending upward over last 13 days",bearing_wear,3,Overheating,Medium,,12.0,15.6,None - monitoring,0.718,0.47,0.87,0.9,0.57
WO-00129,EQ-0043,Air Compressor,Plant A - Line 1,2023-08-26,"Bearing play exceeding tolerance, axial movement of 1.1mm observed",bearing_wear,11,Cluster 11,Medium,155.0,3.5,3.8,Oil filter + 5L oil,0.78,0.61,0.99,0.54,0.98
WO-00130,EQ-0048,Cooling Tower,Plant B - Line 3,2023-10-03,"Structural resonance observed at 750 RPM, bolts found loose on baseplate",vibration,2,Mechanical Seal Leak,Medium,,10.8,7.9,Capacitor 40µF,0.67,0.55,0.87,0.66,0.53
WO-00131,EQ-0012,Conveyor Belt,Warehouse C,2023-10-27,"Impeller damage suspected, broadband vibration increase 10.7 mm/s",vibration,3,Overheating,Medium,172.0,5.9,2.1,Contactor 3RT2,0.84,0.97,0.81,0.66,0.95
WO-00132,EQ-0008,Heat Exchanger,Plant A - Line 2,2022-03-15,"Compressor discharge temperature 111°C, intercooler bypass suspected. Additionally, wrong lubricant grade used during last service, compatibility issue",overheating,6,Corrosion & Erosion,High,,2.9,2.0,Bearing 6205-2RS,0.59,0.36,0.43,0.9,0.73
WO-00133,EQ-0037,Gearbox,Warehouse C,2023-12-19,"Rust deposits blocking strainer, pressure differential 24 PSI across filter",corrosion,4,Lubrication Issue,Low,,6.0,4.5,Oil filter + 5L oil,0.717,0.72,0.57,0.96,0.63
WO-00134,EQ-0043,Air Compressor,Plant A - Line 1,2023-10-24,"Bearing temperature elevated to 99°C during operation, vibration increasing. Additionally, wrong lubricant grade used during last service, compatibility issue",bearing_wear,6,Corrosion & Erosion,Medium,,2.7,0.7,Oil filter + 5L oil,0.67,0.44,0.51,0.9,0.91
WO-00135,EQ-0049,Cooling Tower,Utilities Block,2022-10-19,"Wrong lubricant grade used during last service, compatibility issue",lubrication,6,Corrosion & Erosion,Low,,14.5,6.9,Coupling insert,0.702,0.73,0.58,0.79,0.74
WO-00136,EQ-0024,Heat Exchanger,Warehouse C,2023-07-19,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced",corrosion,10,Cluster 10,Low,166.0,9.9,12.5,Capacitor 40µF,0.732,0.44,0.84,0.81,0.84
WO-00137,EQ-0002,Heat Exchanger,Utilities Block,2023-08-27,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,10,Cluster 10,Low,,5.0,3.5,Mechanical seal kit,0.744,0.58,0.7,0.83,0.91
WO-00138,EQ-0040,Gearbox,Plant A - Line 1,2023-08-07,"Capacitor bank showing reduced capacitance, power factor 0.79 below target. Additionally, lip seal deteriorated, grease escaping from gearbox output shaft",electrical_fault,2,Mechanical Seal Leak,High,168.0,6.4,5.6,Capacitor 40µF,0.694,0.48,0.98,0.61,0.64
WO-00139,EQ-0023,Cooling Tower,Warehouse C,2023-11-08,"Structural resonance observed at 750 RPM, bolts found loose on baseplate",vibration,2,Mechanical Seal Leak,Medium,85.0,11.7,8.5,Impeller,0.574,0.45,0.5,0.92,0.41
WO-00140,EQ-0003,Cooling Tower,Plant A - Line 1,2023-11-09,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,11,Cluster 11,Medium,,15.2,4.9,Impeller,0.76,0.91,0.5,0.92,0.76
WO-00141,EQ-0038,Cooling Tower,Plant A - Line 2,2023-09-13,Internal corrosion found on heat exchanger tubes during inspection,corrosion,8,Cluster 8,Low,122.0,14.5,13.0,Capacitor 40µF,0.741,0.83,0.46,0.83,0.94
WO-00142,EQ-0035,Electric Motor,Warehouse C,2023-12-15,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,7,Cluster 7,Low,109.0,2.6,1.9,Mechanical seal kit,0.681,0.5,0.93,0.7,0.51
WO-00143,EQ-0046,Electric Motor,Plant B - Line 3,2023-08-02,"Insulation resistance measured at 27 MΩ, below 100 MΩ minimum",electrical_fault,10,Cluster 10,High,71.0,15.9,9.5,None - monitoring,0.687,0.69,0.73,0.59,0.74
WO-00144,EQ-0031,Heat Exchanger,Warehouse C,2023-07-18,"Dynamic seal failure suspected, pressure drop of 12% noted in system",seal_leak,7,Cluster 7,Medium,,11.1,0.9,Bearing 6205-2RS,0.819,0.86,0.89,0.74,0.76
WO-00145,EQ-0006,Gearbox,Warehouse C,2023-11-04,"Bearing temperature elevated to 88°C during operation, vibration increasing",bearing_wear,2,Mechanical Seal Leak,Medium,,8.5,2.5,Capacitor 40µF,0.556,0.66,0.54,0.58,0.42
WO-00146,EQ-0016,Air Compressor,Warehouse C,2023-07-27,"Phase imbalance detected, current draw 30% higher on L2",electrical_fault,5,Electrical Fault,High,,5.9,8.5,Contactor 3RT2,0.724,0.72,0.52,0.96,0.74
WO-00147,EQ-0017,Electric Motor,Plant A - Line 2,2022-12-14,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,11,Cluster 11,Medium,,7.6,5.3,Bearing 6205-2RS,0.672,0.64,0.55,0.69,0.87
WO-00148,EQ-0015,Conveyor Belt,Plant B - Line 1,2022-12-31,"Phase imbalance detected, current draw 5% higher on L2. Additionally, heat exchanger fouling reducing efficiency, outlet temp 78°c above setpoint",electrical_fault,8,Cluster 8,High,28.0,2.4,0.3,Bearing 6205-2RS,0.692,0.83,0.72,0.52,0.69
WO-00149,EQ-0040,Gearbox,Plant A - Line 1,2023-12-04,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,2,Mechanical Seal Leak,Medium,,7.6,1.4,Impeller,0.589,0.52,0.41,0.84,0.63
WO-00150,EQ-0007,Heat Exchanger,Utilities Block,2023-04-07,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,2,Mechanical Seal Leak,Medium,34.0,15.7,16.2,Oil filter + 5L oil,0.77,0.86,0.73,0.93,0.52
WO-00151,EQ-0048,Cooling Tower,Plant B - Line 3,2022-12-26,"Grease discolouration and hardening noted around bearing cap. Additionally, o-ring compression set failure, intermittent leak under high pressure",bearing_wear,7,Cluster 7,Medium,,15.4,4.6,Capacitor 40µF,0.696,0.42,0.87,0.68,0.8
WO-00152,EQ-0032,Electric Motor,Plant A - Line 2,2023-10-31,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced",corrosion,10,Cluster 10,Low,69.0,9.9,5.9,Coupling insert,0.7,0.82,0.71,0.73,0.5
WO-00153,EQ-0002,Heat Exchanger,Utilities Block,2022-03-27,"Bearing temperature elevated to 107°C during operation, vibration increasing",bearing_wear,2,Mechanical Seal Leak,Medium,159.0,2.9,2.8,Oil filter + 5L oil,0.643,0.46,0.84,0.72,0.48
WO-00154,EQ-0034,Air Compressor,Plant B - Line 1,2023-10-14,"Surface corrosion on pipe flanges, pitting depth approx 1.69mm",corrosion,10,Cluster 10,Low,,7.2,6.9,Oil filter + 5L oil,0.684,0.94,0.69,0.61,0.45
WO-00155,EQ-0020,Electric Motor,Warehouse C,2022-10-27,"Heat exchanger fouling reducing efficiency, outlet temp 74°C above setpoint",overheating,8,Cluster 8,High,2.0,9.0,2.5,None - monitoring,0.638,0.58,0.5,0.87,0.63
WO-00156,EQ-0025,Centrifugal Pump,Plant A - Line 1,2023-10-15,"Mechanical seal leaking at shaft interface, fluid loss approx 182 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,116.0,4.7,4.4,Coupling insert,0.501,0.31,0.43,0.77,0.51
WO-00157,EQ-0007,Heat Exchanger,Utilities Block,2022-09-12,"Oil seepage observed around pump casing seal, minor pooling on floor. Additionally, grease discolouration and hardening noted around bearing cap",seal_leak,9,Cluster 9,Medium,114.0,4.3,6.4,Impeller,0.654,0.81,0.46,0.83,0.53
WO-00158,EQ-0025,Centrifugal Pump,Plant A - Line 1,2023-03-21,"Contactor pitting observed, intermittent contact causing voltage dips",electrical_fault,0,Bearing Wear & Noise,High,43.0,12.8,11.2,Contactor 3RT2,0.567,0.31,0.43,0.89,0.69
WO-00159,EQ-0039,Hydraulic Press,Plant B - Line 3,2023-10-23,Grease discolouration and hardening noted around bearing cap,bearing_wear,2,Mechanical Seal Leak,Medium,,13.0,8.6,Bearing 6205-2RS,0.708,0.78,0.61,0.57,0.94
WO-00160,EQ-0032,Electric Motor,Plant A - Line 2,2023-11-06,"VFD fault code F77 logged, overcurrent on deceleration. Additionally, gearbox oil temperature 81°c, possible cooler blockage",electrical_fault,2,Mechanical Seal Leak,High,,13.2,3.8,Capacitor 40µF,0.566,0.41,0.57,0.7,0.59
WO-00161,EQ-0007,Heat Exchanger,Utilities Block,2022-09-20,"Excessive vibration on pump casing, amplitude 4.1 mm/s at 1500 RPM",vibration,9,Cluster 9,Medium,57.0,9.9,1.1,Impeller,0.846,0.95,0.9,0.73,0.78
WO-00162,EQ-0024,Heat Exchanger,Warehouse C,2023-01-30,"Structural resonance observed at 750 RPM, bolts found loose on baseplate",vibration,2,Mechanical Seal Leak,Medium,135.0,10.7,9.1,Capacitor 40µF,0.694,0.82,0.65,0.55,0.78
WO-00163,EQ-0023,Cooling Tower,Warehouse C,2022-11-29,"Earth leakage current 54.3mA detected, isolation check required",electrical_fault,5,Electrical Fault,High,,6.9,6.6,Contactor 3RT2,0.744,0.69,0.53,0.88,0.96
WO-00164,EQ-0017,Electric Motor,Plant A - Line 2,2022-09-20,"Overheating on drive-end bearing, infrared scan shows hot spot at 93°C. Additionally, oil viscosity out of specification, degraded due to thermal cycling",overheating,11,Cluster 11,High,,1.9,1.1,Mechanical seal kit,0.794,0.81,0.88,0.59,0.9
WO-00165,EQ-0045,Heat Exchanger,Utilities Block,2023-10-31,"Capacitor bank showing reduced capacitance, power factor 0.82 below target",electrical_fault,2,Mechanical Seal Leak,High,,14.9,14.2,Bearing 6205-2RS,0.544,0.51,0.42,0.77,0.49
WO-00166,EQ-0033,Centrifugal Pump,Warehouse C,2022-02-20,"Phase imbalance detected, current draw 37% higher on L2",electrical_fault,5,Electrical Fault,High,68.0,1.8,1.4,O-ring set,0.639,0.64,0.52,0.7,0.74
WO-00167,EQ-0036,Gearbox,Plant A - Line 1,2022-03-29,"Belt tension incorrect causing vibration and premature wear. Additionally, cooling fan obstructed by debris, motor surface temperature 87°c",vibration,0,Bearing Wear & Noise,Medium,14.0,4.3,4.0,Oil filter + 5L oil,0.597,0.31,0.82,0.56,0.67
WO-00168,EQ-0002,Heat Exchanger,Utilities Block,2022-02-14,"Hydraulic fluid leak at cylinder rod seal, 145 ml/hr estimated loss",seal_leak,8,Cluster 8,Medium,16.0,4.9,5.8,Oil filter + 5L oil,0.573,0.34,0.79,0.5,0.63
WO-00169,EQ-0018,Electric Motor,Utilities Block,2022-11-06,"Earth leakage current 78.2mA detected, isolation check required. Additionally, motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,11,Cluster 11,High,129.0,4.8,0.4,None - monitoring,0.771,0.92,0.89,0.51,0.73
WO-00170,EQ-0018,Electric Motor,Utilities Block,2022-11-22,"Dynamic seal failure suspected, pressure drop of 19% noted in system. Additionally, internal corrosion found on heat exchanger tubes during inspection",seal_leak,7,Cluster 7,Medium,137.0,15.2,2.7,O-ring set,0.826,0.81,0.86,0.94,0.65
WO-00171,EQ-0027,Gearbox,Warehouse C,2023-09-03,"Hydraulic fluid leak at cylinder rod seal, 43 ml/hr estimated loss",seal_leak,8,Cluster 8,Medium,176.0,0.9,0.1,O-ring set,0.729,0.65,0.76,0.86,0.62
WO-00172,EQ-0025,Centrifugal Pump,Plant A - Line 1,2023-09-24,"Unbalance detected on rotating assembly, vibration 2.5 mm/s 1X component",vibration,3,Overheating,Medium,84.0,13.9,18.5,None - monitoring,0.832,0.84,0.76,0.91,0.83
WO-00173,EQ-0026,Cooling Tower,Warehouse C,2023-07-26,Belt tension incorrect causing vibration and premature wear,vibration,0,Bearing Wear & Noise,Medium,162.0,15.4,4.4,None - monitoring,0.748,0.92,0.86,0.64,0.5
WO-00174,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-01-26,"Excessive vibration on pump casing, amplitude 4.3 mm/s at 3000 RPM",vibration,9,Cluster 9,Medium,152.0,14.4,19.3,Mechanical seal kit,0.78,0.48,0.82,0.95,0.88
WO-00175,EQ-0046,Electric Motor,Plant B - Line 3,2023-11-07,"Insulation resistance measured at 40 MΩ, below 100 MΩ minimum",electrical_fault,10,Cluster 10,High,,3.0,0.7,None - monitoring,0.741,0.52,0.84,0.98,0.57
WO-00176,EQ-0012,Conveyor Belt,Warehouse C,2023-02-24,"Bearing temperature elevated to 77°C during operation, vibration increasing",bearing_wear,2,Mechanical Seal Leak,Medium,154.0,9.8,3.6,Oil filter + 5L oil,0.715,0.73,0.73,0.91,0.43
WO-00177,EQ-0010,Hydraulic Press,Plant A - Line 1,2023-12-18,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,12,Cluster 12,Medium,144.0,3.2,2.2,Coupling insert,0.662,0.95,0.46,0.65,0.62
WO-00178,EQ-0025,Centrifugal Pump,Plant A - Line 1,2023-10-07,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,7,Cluster 7,Low,23.0,8.0,8.3,None - monitoring,0.75,0.73,0.59,0.76,1.0
WO-00179,EQ-0023,Cooling Tower,Warehouse C,2022-08-01,"Wrong lubricant grade used during last service, compatibility issue",lubrication,6,Corrosion & Erosion,Low,,16.0,9.9,Coupling insert,0.638,0.69,0.78,0.51,0.52
WO-00180,EQ-0019,Centrifugal Pump,Plant B - Line 1,2023-11-20,"Mechanical seal leaking at shaft interface, fluid loss approx 34 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,122.0,12.9,12.5,O-ring set,0.78,0.74,0.94,0.77,0.6
WO-00181,EQ-0027,Gearbox,Warehouse C,2022-09-01,"Oil level low in gearbox sight glass, top-up of 1.8L required. Additionally, belt tension incorrect causing vibration and premature wear",lubrication,0,Bearing Wear & Noise,Low,78.0,3.9,1.8,Coupling insert,0.848,0.85,0.87,0.96,0.67
WO-00182,EQ-0002,Heat Exchanger,Utilities Block,2022-11-16,"Chemical attack on pump impeller, material loss estimated 25%. Additionally, belt tension incorrect causing vibration and premature wear",corrosion,0,Bearing Wear & Noise,Low,,3.8,1.1,Oil filter + 5L oil,0.747,0.67,0.86,0.84,0.56
WO-00183,EQ-0011,Cooling Tower,Plant A - Line 1,2022-12-13,"Mechanical seal leaking at shaft interface, fluid loss approx 94 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,13.0,2.5,1.8,Mechanical seal kit,0.616,0.57,0.45,0.7,0.82
WO-00184,EQ-0038,Cooling Tower,Plant A - Line 2,2023-10-22,Belt tension incorrect causing vibration and premature wear,vibration,0,Bearing Wear & Noise,Medium,,7.7,2.7,O-ring set,0.824,0.9,0.77,0.96,0.64
WO-00185,EQ-0045,Heat Exchanger,Utilities Block,2023-05-09,"Oil analysis shows high iron content 228 ppm, internal wear indicated. Additionally, bearing play exceeding tolerance, axial movement of 1.81mm observed",lubrication,11,Cluster 11,Low,88.0,3.7,3.9,None - monitoring,0.67,0.7,0.61,0.85,0.5
WO-00186,EQ-0043,Air Compressor,Plant A - Line 1,2023-01-24,"Bearing vibration amplitude 3.8 mm/s RMS, trending upward over last 41 days",bearing_wear,3,Overheating,Medium,166.0,10.7,1.5,Bearing 6205-2RS,0.744,0.83,0.8,0.73,0.57
WO-00187,EQ-0040,Gearbox,Plant A - Line 1,2022-05-11,"Unbalance detected on rotating assembly, vibration 7.1 mm/s 1X component",vibration,3,Overheating,Medium,,1.5,2.0,Bearing 6205-2RS,0.819,0.79,0.89,0.68,0.92
WO-00188,EQ-0002,Heat Exchanger,Utilities Block,2023-03-04,"Hydraulic fluid leak at cylinder rod seal, 108 ml/hr estimated loss",seal_leak,8,Cluster 8,Medium,172.0,2.4,0.0,O-ring set,0.785,0.8,0.69,0.72,0.99
WO-00189,EQ-0006,Gearbox,Warehouse C,2023-08-15,Grease discolouration and hardening noted around bearing cap,bearing_wear,2,Mechanical Seal Leak,Medium,61.0,11.5,4.6,Coupling insert,0.515,0.32,0.42,0.74,0.62
WO-00190,EQ-0038,Cooling Tower,Plant A - Line 2,2022-10-29,"Belt tension incorrect causing vibration and premature wear. Additionally, chemical attack on pump impeller, material loss estimated 5%",vibration,0,Bearing Wear & Noise,Medium,10.0,11.3,10.1,Oil filter + 5L oil,0.52,0.34,0.68,0.58,0.43
WO-00191,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-06-04,"Chemical attack on pump impeller, material loss estimated 22%",corrosion,8,Cluster 8,Low,,6.2,1.6,Impeller,0.652,0.43,0.72,0.52,0.99
